aaai	284:17`279:1`293:1`15:1`72:1
formats	98:2`164:2
formatted	203:1`198:1`200:1`201:1`219:1
formatting	203:1`198:1`200:1`201:1`219:1`168:1
formed	2:2`399:2`103:2`265:2
forming	12:2
formula	431:2`400:2
formulas	431:2
formulate	431:3`429:1`213:1`397:1`305:1`336:1
formulating	53:2
formulation	431:2`403:2`414:2`412:2
fort	49:4`261:3`206:3`66:1`252:1`389:1`215:1`5:1`214:1`65:1
fortenberry	297:2`104:2
forthcoming	126:2`192:2
fortunate	288:1`97:1`338:1`122:1`63:1
fortunately	52:2
fortune	162:1`213:1`23:1`120:1`206:1`267:1
forum	252:10`217:5`123:2`218:2`300:1`204:1`112:1`94:1`113:1`323:1
forums	217:10`208:10`185:2`23:2
forward	17:2`11:2`253:2`200:1`47:1`22:1`415:1`431:1`183:1`109:1
forwarding	126:2`229:2`243:2`403:2
fossil	83:21`10:2
foster	202:1`83:1`284:1`337:1`253:1
fostering	409:2`215:2`214:2
fosters	302:2
foundation	84:6`254:3`75:2`260:2`116:1`114:1`111:1`284:1`283:1`192:1
foundational	405:2`217:2`373:2
foundations	372:2`254:2`128:1`13:1`190:1`118:1`334:1`181:1`429:1`431:1
founded	260:2`120:2`267:2`262:1`263:1`204:1`23:1`270:1`372:1`39:1
founder	327:3`215:2`214:2`90:2`297:2`9:2`71:2`66:1`260:1`78:1
founders	64:4`362:2`238:2
founding	84:14`260:3`161:1`10:1`297:1`267:1`140:1`13:1`14:1`101:1
foundry	58:2
fourier	160:2
foursquare	307:5
fourteen	261:2`323:1`330:1`25:1`326:1`345:1`290:1`311:1`350:1`435:1
fourth	109:1`92:1`51:1`293:1`159:1`268:1`39:1`118:1
fowler	87:2
fpgas	413:2
fps	256:2
fractals	431:2`208:2
fraction	263:2`428:2
fractional	431:2
fractions	431:2
fragments	31:2
frame	363:2`217:2
framenet	21:2
framework	403:14`339:8`208:7`16:3`115:2`333:2`191:2`204:2`305:2`167:2
frameworks	405:1`431:1`123:1`373:1`208:1
framing	431:2
fran	195:2
france	335:2
franch	403:5
franchises	77:6`352:1`78:1`354:1`356:1`301:1`439:1`76:1`348:1`424:1
francia	30:2
francisco	189:3`49:1`67:1`66:1`164:1`186:1`227:1
frank	180:2`30:2
frankenstein	257:13
fransisco	144:2
franz	257:4`192:2
fraternities	142:2
fraternity	11:2`142:2
fraud	117:13`67:4`300:2`330:2`290:2`423:2`437:2`116:1`204:1`188:1
fraudulent	117:7
frauenberger	195:2
frazier	322:5
fred	89:9`436:3`300:3`303:3`312:3`330:3`350:3`93:1`91:1`90:1
frederico	409:1`338:0`339:0`35:0`36:0`33:0`159:0`34:0`158:0`39:0
frederik	195:2
free	336:5`403:5`431:3`270:3`56:2`360:2`443:2`256:2`77:1`319:1
freebies	270:2
freedom	409:2`147:2
freehand	297:2
freeing	97:2`372:2
freelance	164:2
freelancing	164:2
freeze	403:2
freezing	415:2
frege	431:2
freiburg	169:2
freiling	403:2
frenetic	82:5
frequencies	340:16`334:2
frequency	340:4`403:4
frequently	428:2`148:2`86:2
fresh	262:2`97:2
freshman	142:7`90:4`318:3`12:3`162:2`436:1`80:1`85:1`49:1`48:1
freshmen	318:18`109:18`100:10`158:7`122:5`314:4`92:2`440:2`261:1`159:1
fresno	196:2
frey	88:5
fri	407:2
friday	59:3`4:3`141:3`314:2`97:2`92:2`304:2`169:2`440:2`254:2
friedman	49:2
friend	178:2
friendliness	208:2
friendly	79:3`97:1`405:1`51:1`373:1`268:1`206:1`140:1`256:1
friends	56:5`158:4`57:3`413:3`77:2`318:2`314:2`159:2`157:2`11:2
friendship	263:2`56:2
friendswood	30:7
frisco	58:10`30:6`88:2
frog	420:5
frogs	420:2
frontiers	114:2`128:2`310:2
fronts	15:2
frozen	92:2
frustrated	352:1`354:1`77:1`356:1`301:1`31:1`439:1`27:1`348:1`424:1
frustration	164:2`77:2
fse	419:4`186:2
fuel	146:2
fujitsu	268:9`161:2`428:2`109:2`259:2`252:1`136:1`303:1`25:1`272:1
fulbright	186:2`72:2
fulfill	103:2`63:2
fulfilled	388:2
fulfilling	112:2`63:2
fully	97:3`117:1`10:1`415:1`90:1`83:1`120:1`403:1`141:1
fumagalli	47:12`295:8`443:2`425:2
fumbling	85:2
fun	42:5`159:4`18:2`27:2`162:2`79:1`77:1`318:1`316:1`317:1
function	431:6`254:4`429:3`244:3`397:3`308:3`338:1`145:1`217:1`72:1
functional	431:16`336:12`181:1`127:1`115:1`405:1`22:1`83:1`53:1`254:1
functionality	431:4`77:2`139:2`249:2
functioning	431:2
functions	431:18`93:1`4:1`51:1`402:1`13:1
fund	148:5`258:5`80:3`252:1`115:1`149:1`51:1`8:1
fundamental	431:15`91:3`259:3`98:1`97:1`227:1`337:1`334:1`418:1`183:1
fundamentals	372:4`97:2`431:2
funded	373:3`417:2`63:2`115:1`215:1`213:1`214:1`13:1`360:1`286:1
funding	215:3`214:3`12:2`245:2`49:2`252:2`148:2`149:2`409:2`445:2
fundraising	49:2
funds	334:3`67:1`115:1`183:1`258:1`15:1`80:1`8:1`14:1`27:1
funimation	178:5
furniss	195:2
furthering	104:2
furthermore	401:2`217:2
fusheng	195:2
fusion	337:5
future	47:4`419:3`305:2`182:2`183:2`338:1`110:1`438:1`301:1`341:1
futures	11:4`49:2`99:2
fuzzy	127:4`403:2
fwdm	403:2
gabriel	138:2`403:2
gade	297:2
gail	30:5
gailly	195:2
gain	112:2`20:2`97:2`428:2`110:1`12:1`431:1`109:1`83:1`269:1
gained	83:3`79:1`10:1`428:1`95:1`56:1`40:1`258:1`13:1`206:1
gaining	431:3`164:1`95:1`46:1`51:1`36:1`168:1
gains	146:4`308:2
gait	208:2
gaithersburg	139:2`191:2
gal	403:2
galaxy	256:11`110:4
galerstein	100:5
galimberti	295:2
gallatin	30:4`122:4
galleries	35:2
gallery	408:2`407:2
galliwasp	400:4`282:2
gallup	418:2
galois	138:2`293:2
gamble	270:2
gambled	270:5
gambler	270:2
gambling	270:5
game	146:17`256:17`416:11`403:10`79:7`178:4`16:3`141:2`114:1`58:1
gamemaker	316:2
gameover	67:7
games	416:3`318:2`317:2`178:2`15:2`204:1`115:1`147:1`110:1`194:1
gaming	267:2
ganesh	403:2
ganeson	69:2
gangsters	182:2
gans	60:4`141:2
ganta	146:2
gao	403:15`135:4`284:2
gap	111:6`19:5`144:2`329:1`227:1`18:1`270:1`373:1`290:1`309:1
gaps	85:2
garage	340:2`141:2
garbay	195:2
gardens	206:5
garee	297:2`104:2
garg	403:5
garland	30:6`87:2`29:2
garner	415:2
garnered	349:1`300:1`121:1`147:1`329:1`342:1`343:1`312:1`330:1`344:1
garnett	284:2
garrett	144:2
garrich	295:5
gary	286:2
garza	138:2
garzas	155:2
gas	102:2
gate	431:5
gates	263:6`431:2`105:2
gather	117:2`4:2`419:2
gathered	353:2`355:2`19:1`159:1`331:1`313:1`311:1`434:1`41:1`419:1
gathering	218:3`262:1`49:1`417:1`156:1
gatherings	208:2
gatram	109:2
gaurav	403:5`202:3`161:1`113:1`196:1
gauss	266:2
gaussian	403:2
gave	99:8`78:2`159:2`118:2`109:2`419:2`122:2`183:2`138:1`314:1
gaze	110:2
gazette	67:5
gcs	2:4`399:4
gear	256:17`110:9`353:1`355:1`328:1`331:1`423:1`437:1`292:1`291:1
geared	7:2`94:2`334:2
gearhead	67:2
geeks	87:2
geeky	338:2`442:2`333:2
gehrig	302:2
gel	87:2
gelb	73:5
gen	195:2
gender	19:5`329:1`18:1`290:1`309:1`311:1`435:1`276:1`20:1`289:1
gene	403:13
general	117:13`431:4`432:3`208:2`183:2`338:1`215:1`110:1`214:1`111:1
generalization	403:2`13:2
generalizations	403:2
generalized	403:5
generally	85:2
generate	431:8`419:3`335:3`93:1`92:1`406:1`400:1`403:1`373:1`168:1
generated	254:6`156:3`417:1`114:1`302:1`92:1`17:1`308:1`141:1`360:1
generates	213:2
generating	419:5`262:1`153:1`47:1`13:1`84:1
generation	419:4`262:2`431:2`432:2`73:2`115:1`138:1`215:1`214:1`281:1
generations	418:1`415:1`110:1`306:1`208:1
generative	72:2`191:2
generators	431:2
generic	115:2
generosity	110:2
generous	80:2
generously	297:2
genes	305:2
genesis	431:2
genetic	115:2`208:2
genetics	142:2
geneva	260:2`56:2
genevieve	195:2
geng	170:2
geni	114:5
genome	286:2
genomic	145:2`146:2`208:2
genova	195:2
genres	21:2`406:2`373:2
geo	135:2
geoelectric	229:2
geoffrey	30:2
geographic	116:2`287:2`131:2
geographically	135:2
geography	116:2`403:2
geology	142:2
geom	153:5
geomagic	256:5
geomagnetic	229:2
geometric	255:5`127:1`431:1`281:1`254:1`131:1
geometry	84:14`254:5`165:4`373:2`255:2`126:1`166:1`153:1`433:1`405:1
george	120:4`126:2`215:2`214:2
georgia	127:6`196:4`93:2`178:2
georgiy	69:4`81:2
georgly	30:2
geoscience	142:5
geosciences	196:2
geosocial	403:2
geospatial	403:7`401:2
geovanni	297:2
gerald	122:5
gerard	9:2
gerlock	138:2
germany	190:3`235:3`144:1`186:1`169:1`257:1`296:1`156:1
gerrit	195:2
gesture	204:2`138:2`194:2`321:2
gestures	8:2
getinsured	213:4`113:2
gets	112:4`95:4`259:4`331:2`437:2`323:2`292:2`351:2`353:2`355:2
getting	117:2`145:2`7:2`109:2`419:2`327:1`270:1`26:1`13:1`288:1
ghandi	260:2
ghasemzadeh	195:2
ghc	120:28`21:5`268:5`288:3`269:3`271:3
ghent	195:2
ghinita	403:2
ghosh	215:6`214:6`218:3`442:1`195:1`208:1`425:1`38:1
ghost	403:2
ghz	432:4`306:4`403:4`151:2
giant	416:2`206:2
giants	297:2
giddings	91:5
gift	258:4`64:2`15:2`337:2
gifted	98:2`94:2
gifts	257:2
gig	70:2
gigabit	114:2`432:2
gigi	120:2
gilbert	297:2
giraldo	125:2
girl	159:2`120:2`100:2
girls	100:21`159:11`80:5`261:3`324:3`326:3`314:2`312:2`283:2`87:2
gis	403:5
git	83:2
github	400:13
gitsubmit	83:10
giuseppe	195:2`196:2
giveaways	38:2
given	431:4`266:4`96:2`338:1`78:1`58:1`57:1`13:1`416:1`126:1
gives	258:5`78:1`328:1`90:1`344:1`326:1`25:1`350:1`436:1`389:1
giving	326:5`327:2`441:2`18:1`435:1`109:1`123:1`258:1`116:0`117:0
glad	258:2`413:2
gladly	14:2
glass	9:9`141:2
glcm	208:2
glew	82:2
glimpse	120:2`11:2
global	105:6`260:3`74:3`331:2`67:2`429:2`297:2`397:2`135:1`114:1
globally	262:1`301:1`332:1`313:1`439:1`74:1
globe	262:1`147:1`32:1`19:1`40:1
globecom	293:2`268:2`189:2
gloriatur	255:7
glosses	400:7
gloves	17:2
glowing	320:2
glowingly	97:2
glue	403:2
gmpls	295:2
gnade	51:7`142:4
gnu	402:2
goal	48:5`83:3`49:3`116:2`373:2`100:2`282:1`305:1`168:1`405:1
goals	431:2`327:1`373:1`336:1`2:1`183:1`405:1`359:1`396:1`403:1
god	58:2`61:2
goel	403:2
goers	70:2
goes	110:2`101:2
gof	403:2
gogate	338:18`279:14`284:11`442:4`333:2`305:2`280:2`362:2`278:2`109:2
going	11:4`162:4`67:2`90:2`20:2`70:2`61:2`117:1`338:1`77:1
gold	236:2`13:2`206:2
golden	403:2`208:2
goldstein	265:6`69:4`120:2
goldwater	73:2
golf	70:10
goncalves	178:2
gone	428:2`383:1`179:1`384:1`381:1`382:1`380:1`416:1`386:1`368:1
gonz	195:2
gonzalez	295:4`73:2
goo	53:2
good	158:14`418:5`71:4`314:3`159:3`157:3`96:3`440:3`77:2`11:2
goodrum	280:12`279:4`281:4`362:4
goodwill	29:2
goodwin	195:2`191:2
google	123:21`22:10`53:10`320:5`428:3`284:2`285:1`283:1`435:1`437:1
gopal	403:11`109:6`213:4`282:4`9:4`79:3`86:2`115:1`318:1`319:1
goran	195:2
gordon	225:11`132:3`226:3`362:3`122:1
gosh	113:2
goss	160:2
got	77:3`7:3`76:3`49:1`288:1`352:1`69:1`440:1`105:1`313:1
gotten	419:2
gotz	195:2
gouda	180:5
governance	260:5
government	117:5`63:3`183:3`116:2`363:2`199:2`387:2`64:2`121:2`28:2
governmental	396:2
governments	252:2`102:2`76:2
governor	121:2`55:2
governors	252:2
goyal	279:2
gpa	9:6`366:4`86:3`162:1`20:1`363:1`112:1`297:1`370:1`104:1
gpas	2:2`359:2`399:2`322:2
gps	297:2
gpu	254:5`414:3`412:3`281:1`84:1`255:1
gra	302:2
grab	302:2
grace	288:10`21:10`268:10`271:8`269:8`303:7`289:6`120:6`272:4`276:4
gracehopper	417:2
graciously	92:2`27:2
grad	162:7`164:5`157:2`438:2`301:1`331:1`271:1`351:1`348:1`161:1
grade	366:9`363:5`96:3`97:1`94:1
gradecs	444:2
graded	92:2`247:2
grader	96:4`317:2`18:2
graders	87:2
grades	98:2`363:2`94:2`85:2
gradients	431:5
grading	96:32`97:1`300:1`133:1`95:1`324:1`331:1`423:1`437:1
grads	36:7`38:7`418:6`425:3`37:3`441:1`442:1`56:1`410:1`35:1
gradually	206:2
graduated	104:2`342:2`353:2`355:2`9:2`312:1`331:1`311:1`11:1`119:1
graduates	57:7`342:6`38:5`86:5`56:5`429:5`397:5`441:4`104:4`428:4
graduating	86:7`297:6`9:6`366:2`98:1`314:1`36:1`11:1`322:1`38:1
graduation	86:5`9:5`366:5`297:5`388:3`428:3`282:2`38:2`119:2`26:2
graduations	141:2
graduting	428:2
grafting	160:2
graham	86:13`66:8`9:6
grained	403:2
grammar	96:2`431:2`254:2`84:2
grammars	431:6`72:2`84:2
grammatical	96:2
grammy	416:2
grand	217:4`168:2`335:2
grandchildren	49:2
grande	91:4`49:2
grant	283:9`253:7`17:5`148:5`439:3`346:3`326:3`116:2`434:2`302:2
granted	296:4`137:2
granting	431:2
grants	116:5`302:5`293:3`28:3`135:1`117:1`115:1`133:1`215:1`214:1
granular	127:2
granularity	164:2
graph	403:13`431:7`401:5`413:4`229:2`136:1`92:1`169:1`373:1`208:1
graphic	397:2
graphicacy	204:2`194:2
graphical	431:7`305:7`244:5`110:3`338:1`256:1
graphically	251:2
graphics	281:7`431:5`373:3`269:3`147:2`335:2`400:2`255:2`136:1`341:1
graphs	401:12`403:7`400:5`431:3`126:1`135:1`413:1
grapple	432:2
grasp	97:2
grasped	97:2
grateful	419:1`258:1`268:1`63:1`142:1
gratifying	39:2
gratitude	97:1`297:1`122:1`56:1`99:1`61:1
gravitate	428:2
grdf	403:7
gre	363:8`96:2`65:2
great	49:5`413:3`318:2`110:2`264:2`14:1`418:1`99:1`97:1`409:1
greater	418:3`51:3`200:1`17:1`373:1`28:1`208:1`335:1`427:1`445:1
greatest	164:2`267:2
greatly	409:1`97:1`401:1`86:1`253:1`119:1`12:1
greece	186:2
greedy	135:1`94:1`431:1`229:1`165:1
greek	266:2
greeks	49:2
green	302:1`56:1`64:1`73:1`320:1
greencom	296:2
greenfoot	316:2`317:2
greenwood	144:2`135:2
greeted	10:2`157:2
greg	163:8`164:3`160:3`61:3`165:3`82:1`105:1`362:1
gregg	115:4`227:4`8:4
gregor	208:4`195:2
gregory	403:5
grenoble	195:2
grew	67:1`288:1`66:1`77:1`206:1`76:1
grid	125:6`116:5`403:3`189:3`259:3`260:1`287:1`47:1`254:1
grids	116:2`259:2
grim	267:2
grishin	403:2
grit	9:2
grizzaffi	156:2
groban	416:2
grocery	77:2
grooming	403:5
grossly	85:2
ground	67:3`418:1`162:1`51:1`39:1`85:1
groundbreaking	148:2`99:2`413:2
grounded	403:5
groundings	279:2
group	400:17`256:10`109:4`121:3`96:3`51:3`284:2`437:2`300:2`213:2
grouping	403:4`256:2
groups	15:3`2:3`182:3`399:3`116:2`217:2`431:2`99:2`28:2`7:2
grow	51:7`116:1`49:1`48:1`77:1`139:1`91:1`178:1`217:1`39:1
growing	327:8`66:5`39:2`78:1`326:1`3:1`164:1`183:1`109:1`441:1
grown	77:3`66:1`97:1`327:1`19:1`51:1`28:1
grows	66:1`51:1`258:1`253:1`322:1
growth	66:11`109:2`67:1`48:1`327:1`139:1`93:1`47:1`15:1`373:1
grumman	261:2
gsm	296:5
guadalupe	295:2
guadeloupe	317:2
guanajuato	84:11`254:2
guang	403:2
guangmo	184:2
guannan	403:2
guarantee	306:5
guaranteed	49:2
guaranteeing	72:2
guarantees	255:2
guard	121:2`165:2
guardians	389:2
guarding	165:2
gubergren	255:7
gudmundsson	165:2
guenter	195:2
guerilla	116:2`259:2
guerra	30:2
guess	268:2
guest	139:4`111:3`9:3`86:3`168:3`409:1`144:1`297:1`109:1`419:1
guests	121:2`270:2`268:2`156:2
gui	431:4`151:2`317:2
guidance	318:2`97:1`145:1`338:1`95:1`327:1`138:1`94:1`112:1`200:1
guide	100:8`262:1`261:1`213:1`83:1`80:1`336:1`168:1`247:1
guided	418:1`441:1`35:1`254:1`84:1`142:1`425:1
guideline	213:7
guidelines	203:1`110:1`259:1`208:1`256:1
guiding	204:2`359:2`194:2
gulfton	30:5
gumaste	403:2
gunasekar	288:2
gundeli	69:5
gunes	403:5
guo	281:16`334:16`335:10`403:4`280:2`333:2`282:2`119:2`443:2`84:2
guodong	403:5
guowei	227:2
gupta	403:12`282:11`109:9`294:7`400:5`9:5`15:5`86:4`297:4`79:3
gurion	195:2
gurudas	126:2
gurus	70:2
guy	263:2`117:2`85:2
guys	117:2`11:2
guyufei	400:2
gwyn	70:6`71:4`352:2`440:2
gym	85:2
gymnasium	141:2
gyroscope	256:2
haag	195:2
haan	336:2
haas	193:16`37:4`202:2`145:2`138:2`294:2`293:2`362:2`192:2`287:1
habits	77:2`70:2`71:2`208:2
hack	178:5
hackathon	79:13`27:13`313:5`352:5`71:5`178:2`177:2`344:2`291:2`353:2
hackathons	178:2`101:2
hackdfw	12:2
hacked	74:2
hacker	164:2`52:2`24:2`16:2
hackero	91:5
hackers	117:7`102:6`40:3`300:3`76:3`331:2`438:2`44:2`324:2`442:2
hackersutd	109:2
hackhunt	178:2
hacking	178:14`67:1`349:1`435:1`287:1`358:1`343:1`177:1`344:1`290:1
hacks	67:2`178:2
hacktivists	74:2
hackutd	178:19`344:2`27:2`349:1`177:1`343:1`313:1`290:1`311:1`11:1
hadi	31:4`440:2`333:2`403:2
hadoop	432:6`403:4`178:2
hadooprdf	401:2
hafnium	286:2
hague	67:2
hai	403:13
haider	403:2
haiduc	186:4`7:2
hailemeskel	30:2
haim	242:10`241:3`403:3`243:3`362:3`284:3`255:3`84:1
hajj	208:2
hakan	3:2
hakki	128:2
hal	403:14`238:10`276:3`362:3`237:3`20:1`293:1
halaweh	127:2
halbert	73:10
halcomb	161:2
hale	58:2
half	202:3`51:3`252:1`7:1`84:1`11:1
hall	39:4`49:3`318:3`79:1`77:1`109:1`432:1`90:1`70:1`267:1
halliday	49:2
halloween	88:2
halls	109:2`79:1`128:1`323:1`159:1`330:1`326:1`344:1`290:1`436:1
hallway	256:7
halo	178:2
hamid	178:2
hamidi	115:2
hamilton	431:2`322:2
hamlen	117:17`192:13`257:13`403:10`409:3`330:2`191:2`193:2`40:2`71:2
hamlett	164:27`410:3`438:3`180:1`163:1
hamming	293:10
han	403:8`135:4`195:2
hand	270:4`110:2`67:1`66:1`338:1`145:1`302:1`112:1`341:1`17:1
handbook	261:2
handed	101:5
handful	338:2`266:2
handheld	147:2
handing	21:2`268:2
handle	96:4`263:2
handled	203:1`198:1`200:1`201:1`219:1`293:1`414:1`412:1
handlers	431:5
handles	389:2`92:2`307:2
handling	403:3`208:3`116:1`130:1`101:1
handoko	265:2
handouts	120:2
handover	403:7
hands	58:8`183:3`12:2`20:2`122:2`59:1`112:1`157:1`287:1`431:1
handwriting	204:2`194:2
handy	97:2
haney	9:2
haneya	138:5
hang	109:2`359:2
hanging	159:2
hangs	4:2
hanoi	56:2`160:2
hans	297:2`142:2
hao	227:7`403:2
happen	117:1`258:1`9:1`14:1`11:1
happened	9:2`24:2
happening	338:2`11:2
happens	11:3`76:3`66:1`415:1`419:1
happy	271:5`268:3`7:1`279:1`47:1`158:1`336:1`284:1
haproxy	250:2
haptic	256:11`114:5`341:1`245:1`281:1`403:1
haptics	403:4`281:2
haque	403:2`9:2`284:2
har	153:9`84:2
hara	195:2
harabagiu	21:20`191:13`20:4`112:2`190:2`192:2`435:2`289:2`349:2`329:2
harbor	146:7`140:2
hard	86:2`90:2`297:2`262:1`116:1`77:1`318:1`18:1`13:1`14:1
harden	287:2`183:2`257:2
hardening	91:4`183:2`257:2
harder	117:2`70:2
harding	163:2
hardware	287:7`139:2`431:2`53:2`66:1`94:1`110:1`149:1`226:1`26:1
harel	431:2
haren	155:2
hargreaves	3:15
hari	322:2
harichandan	440:2`304:2`307:2
harit	145:5
harm	146:2`52:2`403:2
harmonics	334:4`281:2`403:2
harmonious	403:2
harmony	58:5
harness	360:2
harold	195:2
harris	403:2
harrison	127:13
harry	195:2
harsha	403:7
hart	141:2
harvard	117:2`215:2`32:2`214:2
harvest	142:2
harvesting	115:2
harvey	267:11`14:2
hasan	403:7`99:5`162:1`138:1`293:1`141:1
hash	431:2
hashing	431:2
hashtags	208:2
hasn	409:2
hassan	195:2`403:2
hassanipour	111:2
hate	416:2
hatta	403:2
hauling	90:2
haunts	146:2
haven	117:2`66:2`318:2
having	260:3`20:3`268:2`409:2`71:2`256:2`79:1`117:1`115:1`138:1
hawaii	128:2`151:2
hayes	138:2
hays	30:2
hazard	208:4`204:2`194:2
hazardous	121:8`252:4`400:2
hazards	431:2
hazen	162:8`161:1`301:1`331:1`438:1`141:1`348:1`351:1
hazmat	121:5
hbase	400:4`401:2
hbs	161:2
hci	341:2`310:2
head	79:2`15:2`116:1`83:1`86:1`318:1`361:1`362:1`109:1`147:1
headed	260:2`76:2
header	9:2`267:2
heading	4:2`120:2`13:2
headlines	66:2`257:2
headquartered	23:2
headquarters	427:2`338:0`339:0`35:0`36:0`159:0`33:0`34:0`158:0`336:0
heads	67:2`162:2
headset	110:4`99:4`178:2`320:2
headsets	110:2
heal	114:2
health	204:38`194:30`208:21`213:21`215:17`214:17`113:6`218:5`199:3`146:3
healthcare	204:42`194:39`208:15`113:11`215:8`214:8`199:6`213:3`217:3`218:3
healthiq	216:2`218:2
healthy	117:1`302:1`8:1`271:1`76:1
heap	257:2
heaps	431:2
hear	286:3`109:3`49:1`78:1`261:1`112:1`122:1`178:1`285:1`20:1
heard	261:3`109:1`123:1`56:1`84:1
hearing	104:2`208:2
heart	67:2`145:2`115:2`86:2
heartbleed	40:11`44:10`117:8`442:5`425:5`43:1`45:1`41:1`39:1
hearts	164:2
heat	249:13
heatherly	403:4`146:2
heavily	97:2`96:2`164:2
heavy	122:2`168:2`85:2
hebrew	242:2
hebron	30:5
hefei	195:2
hefley	155:2
heidi	30:5
heights	445:2`213:2`413:2
heilbronn	195:2
held	314:4`121:3`330:2`84:2`202:2`300:2`309:2`440:2`317:2`312:2
helicopters	334:2
hello	180:5
helm	67:2
helmet	17:2
help	338:2`336:2`83:2`305:2`31:2`73:2`318:2`109:2`97:2`258:2
helped	260:2`318:2`206:2`27:2`271:2`263:1`336:1`11:1`288:1`21:1
helpful	97:1`7:1`217:1`268:1`101:1`413:1
helping	31:4`333:2`97:2`327:2`443:2`318:1`112:1`139:1`213:1`336:1
helps	270:5`413:5`97:2`122:2`410:2`77:1`46:1`178:1`305:1`12:1
henderson	278:2
hengxiugao	400:2
henna	408:2`407:2`100:2
henry	30:4`161:2`9:2
henson	94:7
hepatitis	213:2
herald	260:2
herbert	213:2
heretofore	409:2
herfurth	436:1`357:1`358:1`323:1`330:1`344:1`326:1`290:1`87:1`422:1
heritage	58:10`81:4`88:4
hermes	307:2`88:2
hern	295:2
hernandez	91:4`265:2
heroism	403:2
herr	162:2
herrera	145:4`310:2
herring	40:4`44:2`442:2`425:2
herself	288:2`269:2`268:2
herzig	266:2
heslep	30:2
hessians	431:5
heston	155:2
heterogeneous	208:5`403:3`126:1`151:1`184:1
heterogenous	145:2
heuristic	403:4`284:2
heuristics	140:2
hewitt	79:6`145:4`109:2
hewlett	142:4`261:2`26:2
hey	263:2`258:2
hhs	213:2
hickton	67:4`441:2`425:2
hidden	431:10
hiding	403:4`431:2`23:2
hierarchical	431:4`72:2
hierarchy	431:5
high	30:6`88:6`264:6`81:5`319:4`261:4`122:3`254:3`159:2`403:2
higher	49:2`36:2`39:2`418:2`363:2`51:2`86:2`98:1`306:1`20:1
highest	49:3`57:3`180:1`82:1`9:1`102:1
highland	30:4`81:4`206:2
highlight	215:2`214:2`22:2
highlighted	145:1`261:1`138:1`293:1`99:1`84:1
highlighting	21:2`204:2`113:2`17:2
highlights	46:7`117:1`97:1`204:1`45:1`47:1`443:1`218:1`26:1`284:1
highly	111:2`334:2`363:2`387:2`373:2`405:2`256:2`263:1`117:1`112:1
highway	47:8`17:4`121:2
highways	47:5
hijack	409:2
hijacking	257:2
hilary	120:2
hill	58:6`30:4`336:3`282:3`254:3`142:3`48:1`195:1`184:1`257:1
hilton	206:6`254:3`434:1`329:1`55:1`15:1`285:1`311:1
himself	101:2`413:2
hinojosa	42:5
hip	141:2
hippocratic	403:2
hire	445:1`263:1`66:1`428:1`51:1`26:1
hired	66:5`48:3`418:1`441:1`259:1`13:1`425:1`360:1
hires	66:5
hiring	262:5`66:3`3:1`408:1`1:1`406:1`373:1
hiromasa	284:2
hirsch	27:2
histograms	165:2
histology	148:2
historic	206:2
historical	116:2`67:2
history	206:3`430:3`38:1`202:1`99:1`85:1`261:1`139:1`284:0`22:0
hit	416:2`279:2
hitch	30:5
hite	403:5
hiv	213:2
hive	432:2
hkbu	203:2
hlt	400:13`338:3`362:3`133:1`185:1`406:1`373:1`284:1
hltri	406:7`373:7
hmd	341:2
hmds	147:2`110:2`256:2
hoc	118:6`403:4`243:3`287:1`340:1`406:1`55:1`293:1`233:1`373:1
hochheiser	195:2
hockaday	142:7
hodges	196:2
hoe	403:2
hold	428:1`318:1`431:1`109:1`113:1`41:1`293:1`11:1`264:1
holder	286:3`162:1`48:1`149:1`137:1`17:1`53:1`8:1`99:1`334:1
holders	36:2
holding	261:3`428:1`147:1`332:1`120:1`313:1`439:1`100:1`351:1`424:1
holdings	93:2
holds	245:3`84:3`7:3`15:3`281:1`150:1`434:1`303:1`309:1`8:1
holiday	403:2
holidays	2:2`399:2
holistic	96:7`95:2
hollywood	256:2
holmes	297:16`116:7`9:5`313:1`326:1`346:1`351:1`282:1`161:1`355:1
homebuyers	337:2
homecare	115:2
homeland	183:2`121:1`301:1`324:1`16:1`326:1`346:1`28:1`351:1`291:1
homepage	84:2
homer	113:2`213:2`188:2
homes	340:2`317:2
homework	97:4`372:2
homomorphic	403:10
hone	42:9`77:1`43:1`442:1`41:1`425:1
honest	70:2
honesty	403:2
honey	71:4`409:2`192:2
honeycutt	71:2
honeypot	40:2
honeywell	288:2`13:2`236:2`28:2
hong	227:4`138:3`196:3`156:3`49:1`203:1`115:1`186:1`195:1`403:1
hongbing	403:7
hongfang	195:2
honolulu	189:2
honor	98:11`69:2`192:2`297:2`338:1`261:1`293:1`14:1`164:1`9:1
honorable	145:18`138:2
honorary	260:2`23:2`267:2`89:2
honored	41:7`6:7`311:3`345:3`261:2`434:2`349:2`329:2`262:1`330:1
honorees	417:4`120:2
honoring	4:2`101:2`38:2
honoris	89:2
honors	98:4`286:3`261:3`57:3`8:2`236:2`180:2`345:1`441:1`9:1
hood	57:2`441:2`314:2
hooding	57:13`56:3`58:1`441:1`314:1
hook	40:2
hooks	251:7
hop	403:4`126:2
hope	302:3`110:2`149:2`56:1`332:1`17:1`336:1`335:1`436:1`439:1
hopeful	111:2
hopefully	96:1`7:1`31:1`22:1`159:1`28:1
hopes	77:3`3:1`263:1`258:1`53:1`265:1`119:1`141:1
